,smiles,tpsa
54,CC1CCCCC1NC(=O)C[NH+](CC1CCCCO1)C(C)C,42.77
55,Cc1ccc(C2CCC(NS(=O)(=O)N3CCCC3)C(C)[NH2+]2)cc1,66.02000000000001
56,Cc1ccc(C[NH+](C)CC(=O)N(C)C2CCC(C)CC2)o1,37.89
57,O=C(CCN1CCN(c2ccccc2)CC1)Nc1ccccc1,35.580000000000005
58,CCC1C[NH+]2CCCC2CN1S(=O)(=O)Nc1ccccc1Cl,53.85
59,CC(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,82.03
60,O=C(c1ccc(S(=O)(=O)Nc2ccccc2)cc1)N1CCOCC1,75.71000000000001
61,CC(=O)N1CCN(C(=O)c2ccc(=O)n(CC3CCCCC3)n2)CC1,75.51
62,CC(C)CC(Cc1cccc(Br)c1)C(=O)NC1COCC1C(=O)[O-],78.46
63,CC(=O)NCC1CN(c2ccc(C)cc2)C(=O)O1,58.64
64,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1,64.68
65,CCC(CNC(=O)Cc1ccccc1C)[NH+]1CCc2ccccc2C1,33.54
66,CN(c1ccccc1)S(=O)(=O)[n+]1ccn(C)c1,46.190000000000005
67,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
68,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(Cl)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
69,CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)no1,87.91000000000001
70,O=C(CCC1=c2ccccc2=[NH+]C1)N1CCN(C(=O)c2cccnc2)CC1,67.48
71,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccccc4)CC3)c(F)cc2c1=O,65.78
72,CC(=O)NCC1CN(c2ccc(-n3cncn3)c(F)c2)C(=O)O1,89.35000000000001
73,O=C(NCc1ccccc1)NC1CCS(=O)(=O)C1,75.27000000000001
74,CC1CCN(C(=O)CNC(=O)c2ccc(Br)o2)CC1,62.55
75,O=C(NCc1ccco1)C1CSc2nccc(=O)n2C1,77.13
76,CCC(CC)NC(=O)C(=O)Nc1nnc(Cc2cccc(Cl)c2)s1,83.98
77,Cc1cccc(C[NH+](C)CC2(C(=O)[O-])CCCC(C)C2)n1,57.46
78,CCNC(=O)C(C)Oc1cccc(Cl)c1,38.33
79,CC[NH+](CC(=O)NCc1ccc(F)cc1)CC(=O)Nc1cccc(F)c1,62.64
80,CC1CCCC(NC(=O)c2ccc3c(c2)C(=O)N(CC2CCCO2)C3=O)C1,75.71000000000001
81,O=C(O)c1cn(-c2ccc(Cl)cc2Cl)c2cc(N3CCNCC3)c(F)cc2c1=O,74.57
82,Cc1occc1C(=O)NC1CC[NH+](Cc2cc(Cl)cc(Cl)c2O)CC1,66.91
83,CNCC(C)c1ccc(O)c(O)c1,52.49
84,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
85,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
86,NC(Cc1ccccc1)C(=O)N1Cc2ccccc2CC1C(=O)O,83.63000000000001
87,O=C(NCCN1CCOCC1)N1CCN(c2ccccc2)CC1,48.05000000000001
88,CCC(C)([NH3+])C(=O)Nc1cc(C(=O)[O-])cc(C(F)(F)F)c1,96.87
89,COC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,86.25000000000001
90,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2)CC1,65.78
91,C1CCC2CC([NH2+]CC3CN4CCCC4CO3)CCC2C1,29.08
92,CN(C(=O)CCn1nnc2ccccc2c1=O)C(=O)NC1CCCCC1,97.19
93,CC(CNC(=O)N1CC2CCCCC2C1)N1CCOCC1,44.81
94,CC(=O)NCC1CN(c2ccc(N3CCN(CC=Cc4ccco4)CC3)c(F)c2)C(=O)O1,78.26
95,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(C)NC(C)C3)c(F)c21,74.57000000000001
96,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)Cc4ccccc4)CC3)c(F)cc2c1=O,82.85
97,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,65.78
98,O=C(NC1CCS(=O)(=O)C1)C(=CC1=c2ccccc2=[NH+]C1)c1ccccc1Cl,77.21000000000001
99,CSc1ccc(N2CC(CNC(C)=O)OC2=O)cc1,58.64000000000001
100,O=C(c1cccc(Cl)c1)N1CCCN(C(=O)c2cn(C3C[NH2+]C3)nn2)CC1,87.94000000000001
101,O=C(NC(Cc1cccs1)C(=O)O)c1ccccc1Br,66.4
102,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
103,CC(=O)NCC1CN(c2ccc(-n3ccnc3)c(F)c2)C(=O)O1,76.46000000000001
104,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,74.57
105,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C4CC4)CC3)c(F)cc2c1=O,65.78
106,CC(=O)NCC1CN(c2ccc(-n3ccnc3)c(F)c2)C(=O)O1,76.46000000000001
107,Cc1ccc(C=NNC(=O)CN2CC[NH+](Cc3ccccc3Cl)CC2)o1,62.28
108,O=C(C[NH+]1CCCC1c1nc2ccccc2s1)Nc1cccc(Cl)c1,46.43000000000001
109,CC(CNC(=O)c1cccnc1)[NH+]1CCc2sccc2C1,46.43
110,CC1(O)CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,82.77000000000001
111,CC1CN(CC(Cl)=CCl)CC(Cc2ccc(Cl)cc2)[NH2+]1,19.85
112,CC(=O)NCC1CN(c2ccc(-n3cnc(Cl)n3)c(F)c2)C(=O)O1,89.35000000000001
113,CN1CCN(c2cc3c(c(Cl)c2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,65.78
114,CCOc1ccc(C#Cc2ccc(CC(C)NC(C)=O)cc2)cc1,38.33
115,O=C(NCc1cn(-c2ccccc2)nn1)NC(=O)NC1CCCC1,100.94
116,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(Br)cc2)CC1,65.78
117,NC(=O)c1cnn2c1NC(c1cccs1)CC2C(F)(F)F,72.94
118,CCC[NH+](CC(=O)Nc1nc(C)cs1)Cc1ccc(F)c(C)c1,46.43
119,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccccc4)CC3)c(F)cc2c1=O,65.78
120,C[NH+]1CCN(c2ccc(NC(=O)CCOc3ccccc3)cn2)CC1,58.900000000000006
121,CN(C)CCNC(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,38.82000000000001
122,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
123,Cc1cc(F)ccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,74.57000000000001
124,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(Cl)cc2)CC1,65.78
125,Cc1ccc(Cn2nccc2CNC2=[NH+]CCC2)cc1,43.82
126,CC(=O)NCC1CN(c2ccc(C)cc2)C(=O)O1,58.64
127,COc1ccc(NC(=O)C(=O)N2CCC(OC)CC2)cc1Cl,67.87
128,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)c4ccccc4)CC3)c(F)cc2c1=O,82.85
129,CCCCC1(C)C2SCC(=O)N2CC[NH+]1CC(=O)N1CCC(C)CC1,45.06000000000001
130,CC(=O)NCC1CN(c2ccc(-n3cccn3)c(F)c2)C(=O)O1,76.46000000000001
131,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,65.78
132,CN(CC1CCC[NH+]1C1CCCC1)C(=O)OC(C)(C)C,33.980000000000004
133,Cc1ccc(NC(=O)C(=O)NCC(c2ccco2)[NH+](C)C)cc1Cl,75.78
134,OC(CNCCOc1ccccc1)COc1ccccc1,50.72
135,OCC1CCN(Cc2ccc(O)c3ncccc23)CC1,56.59
136,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2cccc(F)c2)CC1,65.78
137,CC1CC[NH+](C(C)C(=O)Nc2cccc3ccccc23)CC1,33.54
138,COCCC([NH3+])C(=O)N1CC(n2cc(C(=O)Nc3cccc(C)c3)nn2)C1,116.99
139,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
140,CCC1CCCN(C(=O)CC2C[NH2+]CCO2)C1,46.150000000000006
141,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCSCC3)cc21,62.540000000000006
142,CCC(=O)Nc1ccccc1[N+](=O)[O-],72.24
143,O=C([O-])C=CC(=O)Nc1cc(C(F)(F)F)ccc1Cl,69.22999999999999
144,CC(=O)NCC1CN(c2ccc(-n3ccc(C)n3)c(F)c2)C(=O)O1,76.46000000000001
145,O=C(NC(Cc1ccccc1)C(=O)O)c1ccccc1Br,66.4
146,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
147,O=C(O)c1cn(-c2ccc(F)cc2F)c2cc(N3CCNCC3)c(F)cc2c1=O,74.57
148,O=C(CC1C[NH2+]CCO1)NCc1nncn1Cc1ccc(Cl)cc1,85.65
149,CCC(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,82.03
150,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
151,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
152,CC(C[NH+](C)CCSc1ccccc1)c1ccc(Cl)cc1,4.44
153,CC(C)(C)CC[NH2+]CC1(C)CCCO1,25.84
154,CC(C)CCN(C)C(=O)NCC(C)[NH+]1CCc2sccc2C1,36.78
155,COCCC[NH2+]Cc1c([O-])on[n+]1-c1ccccc1,78.81
156,CC(=O)NCC1CN(c2cc(F)c(N3CC4CC4C3)c(F)c2)C(=O)O1,61.88000000000001
157,CC(=O)NCC1CN(c2ccc(N3CCN(CC=Cc4ccco4)CC3)c(F)c2)C(=O)O1,78.26
158,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,74.57000000000001
159,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(F)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
160,CCNC1(C(N)=O)CCC([NH+]2CCC(C(C)(C)C)CC2)C1,59.56
161,O=C(NC(Cc1ccccc1)C(=O)O)c1ccccc1Br,66.4
162,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
163,Cc1ccc(C[NH+]2CCC(C3(Cc4ccccc4Cl)NC(=O)N(CC4CC4)C3=O)CC2)o1,66.99000000000001
164,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
165,O=C1CNc2cc(N3CCN(c4ccccc4)CC3)ccc2N1,47.61000000000001
166,CC1CCN(C(=O)c2ccc(CN3CC4CCC[NH+]4CC3C)s2)CC1,27.99000000000001
167,CC1[NH2+]CCC1C(=O)Nc1ccc(F)cc1Br,45.71
168,C[NH+](C)C1CCC(NC(=O)C(=O)Nc2ccc(N3CCCCC3)c(Cl)c2)C1,65.88
169,OC(CNCCOc1ccc(Cl)cc1)COc1ccccc1,50.72
170,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
171,O=C(Nc1ccncc1)c1ccc2c(c1)C(=O)N(CC1CCCO1)C2=O,88.6
172,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
173,CC(C)(C)n1cc(C#N)c(NC(=O)C(=O)N2CCC(CO)CC2)n1,111.25
174,CCC(C(=O)Nc1cc(C)on1)[NH+]1CCCC1,59.57
175,CCCC(C)[NH2+]CC1CN2CCCC2CO1,29.08
176,CCNCc1c(F)cc2c(=O)c(C(=O)O)cn(CC)c2c1F,71.33000000000001
177,CN1CCN(Cc2ccc(O)c3ncccc23)CC1,39.6
178,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,74.57
179,CCNC1(C(N)=O)CCC([NH+]2CCC(C)(C)C2)C1,59.56
180,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(Cl)cc2)CC1,65.78
181,CN(CC1CCC1)C(=O)C1Cc2[nH+]c[nH]c2CN1,62.27
182,Cc1cccc(C)c1NC(=O)C[NH+]1CCCC(C(C)O)C1,53.77
183,CC[NH+]=C(NCc1c(C)cc(C)cc1C)N1CCC(O)C1,49.47
184,Oc1ccc(CN2CCN(Cc3ccccc3)CC2)c2cccnc12,39.6
185,CN1CCN(c2cc(NCc3ccc(C(C)(C)C)cc3)nc(N)n2)CC1,70.31
186,CC(C)Oc1ccc(NC(=O)C[NH+](C)Cc2ccccc2)cc1,42.77
187,CCC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,74.57000000000001
188,O=C(CCc1ccccc1)Nc1cccc(Cl)c1,29.1
189,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
190,CSC1(CNC(=O)C(=O)Nc2cc(F)c(F)cc2F)CCOCC1,67.43
191,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(C)CC3)c(F)c21,62.540000000000006
192,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C4CC4)CC3)c(F)cc2c1=O,65.78
193,CC(=O)NCC1CN(c2cccc(F)c2)C(=O)O1,58.64
194,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2F)CC1,65.78
195,Cc1ccc(S(=O)(=O)N2CCC3(CC2)CC([NH+]2CCOCC2)CO3)cc1,60.28
196,O=C(C[NH+]1CC=C(c2ccccc2Cl)CC1)NCc1ccccc1,33.54
197,Cc1cccc(NC(=O)c2cn(C3C[NH+](CCCC4CCCO4)C3)nn2)c1,73.48
198,CCCN1C(N)=[NH+]CC1C1CCC(C)CC1,43.23
199,CC(=O)NCC1CN(c2ccc(-n3ccc(C(C)O)c3)c(F)c2)C(=O)O1,83.8
200,CC(=O)NCC1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,61.88000000000001
201,O=C(O)c1nccnc1C(=O)N1CCN(c2ccccc2)CC1,86.63
202,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)c4ccccc4)CC3)c(F)cc2c1=O,82.85
203,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2)CC1,65.78
204,CC(=O)NCC1CN(c2cccc(Cl)c2)C(=O)O1,58.64
205,O=C(Nc1ccc(I)cc1)c1cccc(-n2cnnc2)n1,72.7
206,[NH3+]C(CCCS(=O)(=O)c1ccc(Cl)cc1)c1ncc[nH]1,90.46
207,Cc1cn2c([nH+]1)CCC(NC(=O)Cc1ccccc1C)C2,48.17
208,COc1ccc(F)c(NC(=O)NCC(C)C)c1,50.36
209,CCc1ccc(Cn2cc(NC3CCC([NH3+])C3)cn2)cc1,57.49
210,Cc1ccc(NC(=O)C2CCCN(S(=O)(=O)c3cn(C(C)C)cn3)C2)c(C)c1,84.3
211,CCSc1ccccc1C1C[NH+]2CCCC2CN1C(=O)c1nonc1N,89.69
212,CC(=O)NCC1CN(c2cc(C)cc(C)c2)C(=O)O1,58.64
213,Cc1ccc(C2C[NH2+]CCC2NS(=O)(=O)N2CCCC2)cc1,66.02
214,CCCC1CCC[NH+](C2CCCC(N)(C(=O)OC)C2)CC1,56.760000000000005
215,COc1ccc(OC)c(CNC(=O)C2CCCN(I)C2)c1,50.8
216,CC(C)CC(C)[NH2+]CC1CN2CCCC2CO1,29.08
217,CNC(=O)NC(C)c1c(F)cccc1Cl,41.13
218,O=C(CCc1ccccc1)Nc1ccccc1,29.1
219,CSCC(C)CNC(=O)C1CCC(C[NH3+])O1,65.97
220,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,65.78
221,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,74.57000000000001
222,CCN(C(=O)C1CCC[NH+]1Cc1n[nH]c(=O)[nH]1)c1ccc(Cl)cc1,86.28999999999999
223,CC[NH+]1CCCC1CN(C)S(=O)(=O)C(C)CC1CCCC1O,62.05
224,O=C(NCCC(=O)N1CCCC1)c1c[nH]c2nccc(Cl)c12,78.09
225,NC1=[NH+]CC2(CCCSC2)N1C1CCCC1,43.23
226,Cc1ccc(NC(=O)c2ccc(NC3=NC4CS(=O)(=O)CC4S3)cc2)cc1,87.63
227,O=C(CC(O)c1ccccc1)NCC(c1ccccc1)[NH+]1CCCC1,53.77
228,CC1CSCCN1C(C[NH3+])CC(=O)N1CCCC1,51.190000000000005
229,CCC1(CCCc2cc(=O)oc3[nH]c(=O)[nH]c(=O)c23)CC1,95.93
230,CN1CCN(c2cc(NCc3ccc(Cl)c(Cl)c3)nc(N)n2)CC1,70.31
231,CC1COc2c(F)c(F)cc3c(=O)c(C(=O)O)cn1c23,68.53
232,CC(C)[NH+]1CCCC(C(=O)Nc2ccc(I)cc2)C1,33.54
233,CCC1(c2ccccc2)C(=O)NC(=O)N(Cc2ccccc2)C1=O,66.48
234,O=C(O)COc1cccc(OCCNCC(O)COc2ccccc2)c1,97.25
235,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2F)CC1,65.78
236,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
237,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C4CC4)CC3)c(F)cc2c1=O,65.78
238,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(Br)cc1,64.68
239,O=C(C1CC(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)CN1)N1CCC(F)(F)C1,51.71000000000001
240,CNCC(C)c1ccc(O)c(O)c1,52.49
241,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
242,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
243,OCc1cc(C(O)CNCCc2ccc(NCC(O)c3ccc(Cl)cc3)cc2)ccc1O,104.98
244,CN1CCN(c2c(F)c(OCc3ccccc3)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,75.00999999999999
245,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(F)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
246,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
247,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
248,COC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,86.25000000000001
249,CC(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,82.03
250,CCC(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,82.03
251,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)c(F)c21,65.78
252,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(Cl)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
253,CC1CCN(CCCc2ccccc2)CC1,3.24
254,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5ccccc5Cl)CC4)CC3)c(F)cc2c1=O,89.32999999999998
255,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
256,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Br)o4)CC3)c(F)c2)C(=O)O1,78.26
257,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4cc(-c5ccc(C)cc5)no4)CC3)c(F)c2)C(=O)O1,91.15000000000002
258,c1ccc(CCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,6.48
259,Cc1cc(F)ccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,74.57000000000001
260,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2cccc(F)c2)CC1,65.78
261,O=C(Nc1ccccc1)Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1,47.61000000000001
262,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(Cl)o4)CC3)c(F)c2)C(=O)O1,78.26
263,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4ccccc4)CC3)cc21,65.78
264,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
265,CC1CCCC(CC2CCN(CC(=O)Nc3ccc(F)cc3Cl)C2)C1,32.34
266,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,65.78
267,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccccc4)CC3)c(F)cc2c1=O,65.78
268,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CC(=NO)c4ccc(Cl)cc4)CC3)cc21,98.37
269,O=C1OC(Cn2ccnn2)CN1c1ccc(N2CCN(Cc3ccc(Cl)o3)CC2)c(F)c1,79.87
270,CC(=O)NCC1CN(c2ccc(N3CCN(Cc4ccc(C)o4)CC3)c(F)c2)C(=O)O1,78.26
271,CC(=O)NCC1CN(c2ccc(N3CCN(CC=Cc4ccco4)CC3)c(F)c2)C(=O)O1,78.26
272,O=C(O)c1ccc(OCCNCCCOc2ccccc2)cc1,67.79
